Date,AMZN,RIOT,TSLA,SPCE,GME,AMC,BBBY,BB,SNAP,NFLX,NVDA,AMD,SPOT,MSTR,SQ,ROKU,ZM,SHOP,GOOG
2/27/2020,94.21499634,1.230000019,45.26666641,21.96999931,0.867500007,6.052865982,10.05155563,5.139999866,14.65999985,371.7099915,62.98585892,44.00999832,134.5099945,136.2200012,79.30999756,110.0299988,113.5500031,43.8370018,65.90450287
2/28/2020,94.1875,1.139999986,44.53266525,24.60000038,0.899999976,6.221829414,10.56977844,5.170000076,14.17000008,369.0299988,67.3420105,45.47999954,137.1199951,135.1600037,83.33000183,113.6699982,105,46.33100128,66.96649933
3/2/2020,97.69750214,1.179999948,49.57466888,25.97999954,0.957499981,6.072743893,10.10044479,5.079999924,14.39000034,381.0499878,68.92786407,47.45999908,139.3399963,136.7200012,80.66999817,114.6699982,113.1100006,48.84000015,69.45549774
3/3/2020,95.44950104,1.139999986,49.70066833,24.70999908,0.907500029,5.774573326,9.689777374,4.929999828,13.55000019,368.769989,66.29972839,46.75,137.1600037,134.3899994,78.83999634,108.6200027,117.4700012,47.69400024,67.06950378
3/4/2020,98.79149628,1.164999962,49.96666718,23.76000023,0.942499995,5.78451252,9.748444557,4.920000076,13.63000011,383.7900085,70.94261932,50.11000061,144.25,136.1699982,79.26000214,109.6100006,116.8000031,51.22299957,69.3259964
3/5/2020,96.20149994,1.279999971,48.30266571,24.09000015,0.99000001,4.889999866,9.279110909,4.670000076,13.85000038,372.7799988,68.14491272,48.11000061,148.0800018,136.8800049,76.31999969,106.4400024,125,49.8219986,65.95200348
3/6/2020,95.05449677,1.269999981,46.89866638,21.67000008,0.980000019,4.53000021,9.572443962,4.440000057,13,368.9700012,66.33712769,48.59000015,145.1399994,136.2799988,73.08999634,102.0199966,114.3199997,47.20700073,64.92050171
3/9/2020,90.03050232,1.080000043,40.53333282,19.44000053,0.925000012,3.849999905,8.809778214,3.849999905,11.44999981,346.4899902,61.20051193,43.27000046,139.7799988,129.4299927,65.73000336,96.26000214,113.75,41.83200073,60.77799988
3/10/2020,94.59100342,1.070000052,43.02199936,18.44000053,1.057500005,4.199999809,8.545777321,4.199999809,11.98999977,364.1300049,65.10035706,45.38000107,141.8999939,129.9799957,67.23999786,97.30000305,108.4899979,45.0340004,64.01950073
3/11/2020,91.04299927,1.00999999,42.2820015,16.40999985,1.034999967,3.640000105,7.480000019,4.159999847,10.81000042,349.9200134,61.45734024,45.70000076,135.0599976,124.1500015,62.43999863,90.62999725,110.3000031,42.23099899,60.77050018
3/12/2020,83.83049774,0.727999985,37.36999893,13.81000042,0.995000005,2.910000086,6.289999962,3.700000048,10.42000008,315.25,53.93693542,39.00999832,126.9899979,108.5299988,53.56999969,78.80999756,109.4700012,37.77799988,55.74549866
3/13/2020,89.25,0.720000029,36.44133377,14.68999958,1.147500038,3.220000029,7.289999962,4.380000114,11.35000038,336.2999878,60.05350113,43.90000153,131.5599976,111.3300018,57.77000046,80.94999695,107.4700012,39.09000015,60.98649979
3/16/2020,84.45749664,0.657999992,29.67133331,11.90999985,1.092499971,2.599999905,6.090000153,3.390000105,9.06000042,298.8399963,48.97237015,38.70999908,117.6399994,106.6600037,41.27000046,63.84000015,107.8600006,32.22900009,54.21649933
3/17/2020,90.39199829,0.748000026,28.68000031,12.65999985,1.057500005,2.480000019,5.440000057,2.900000095,8.909999847,319.75,54.17631912,41.88000107,118.8700027,109.3600006,44.72999954,69.45999908,111.0999985,35.50899887,55.99000168
3/18/2020,91.5,0.649999976,24.08133316,10.56000042,0.942499995,2.470000029,4.619999886,3.180000067,8.369999886,315.4700012,50.57320786,39.11999893,121.2399979,92.19999695,39.5,67.5,118.7099991,33.68299866,54.84000015
3/19/2020,94.04650116,0.703000009,28.50933266,10.48999977,1.047500014,3.369999886,5.420000076,3.25999999,9.470000267,332.0299988,53.1041069,39.81999969,129.1300049,105.3799973,40,74.12000275,123.7699966,33.25,55.76449966
3/20/2020,92.30449677,0.704999983,28.50200081,11.22999954,0.939999998,3.190000057,5,3.380000114,10.09000015,332.8299866,51.30380249,39.61000061,124.3600006,100.7399979,38.09000015,76.12999725,130.5500031,34.60599899,53.61600113
3/23/2020,95.14150238,0.66900003,28.95266724,12.97000027,0.952499986,3.150000095,4.460000038,3.440000057,10.64999962,360.269989,53.03429031,41.63999939,118.1800003,102.4700012,40.00999832,89.45999908,159.5599976,37.53900146,52.83100128
3/24/2020,97.00499725,0.797999978,33.66666794,16.31999969,1.039999962,3.559999943,5.71999979,3.619999886,11,357.3200073,62.13307571,46.22000122,129.6900024,106.8899994,46.31000137,97.19999695,135.1799927,43,56.72299957
3/25/2020,94.29199982,0.773000002,35.95000076,16,1.042500019,3.460000038,5.389999866,3.75999999,11.22999954,342.3900146,61.24539185,44.63000107,124.2300034,104.1299973,52.38999939,94.84999847,138.1100006,44.65999985,55.12450027
3/26/2020,97.77449799,0.815999985,35.21066666,17.05999947,1.102499962,3.700000048,4.889999866,3.930000067,11.94999981,362.9899902,64.1428299,47.5,126.8099976,110.5400009,56.02999878,89.75,141.1499939,44.74100113,58.08750153
3/27/2020,95.00499725,0.788999975,34.29066849,15.38000011,1.054999948,3.599999905,4.650000095,3.809999943,12.18000031,357.1199951,63.01826859,46.58000183,122.5400009,106.3099976,53.34000015,87.44999695,151.6999969,42.16199875,55.53549957
3/30/2020,98.19750214,0.791999996,33.47533417,14.76000023,0.912500024,3.039999962,4.199999809,3.910000086,11.85000038,370.9599915,66.22491455,47.86000061,121.4300003,110.2399979,55,89.61000061,150.8800049,43.0379982,57.3409996
3/31/2020,97.48600006,0.833000004,34.93333435,14.77999973,0.875,3.160000086,4.210000038,4.130000114,11.89000034,375.5,65.72872162,45.47999954,121.4400024,118.0999985,52.38000107,87.48000336,146.1199951,41.69300079,58.14049911
4/1/2020,95.38500214,0.773000002,32.10400009,13.30000019,0.8125,2.619999886,3.789999962,3.359999895,11.21000004,364.0799866,60.60955048,43.65999985,121.6100006,113.3899994,46.81000137,82.41999817,137,38.46699905,55.28099823
4/2/2020,95.9414978,0.779999971,30.29800034,12.96000004,0.712499976,2.24000001,3.559999943,3.230000019,11.27000046,370.0799866,63.70148849,44.49000168,121.9100037,114.4899979,45.88000107,82.52999878,121.9300003,34.63000107,56.04199982
4/3/2020,95.32949829,0.899999976,32.00066757,12.18999958,0.699999988,2.269999981,3.940000057,3.220000029,11.06000042,361.7600098,60.81900024,42.59000015,122.1200027,112.2300034,43.72000122,81.45999908,128.1999969,35.76499939,54.89400101
4/6/2020,99.87950134,1.095000029,34.41600037,14.30000019,0.772499979,2.880000114,4.409999847,3.480000019,12.15999985,379.9599915,66.92557526,47.52000046,122.5199966,116.0299988,50.41999817,89.48999786,122.9400024,39.26499939,59.34600067
4/7/2020,100.5800018,1.019999981,36.36333466,14.06999969,0.817499995,3.140000105,4.710000038,3.609999895,12.10000038,372.2799988,64.58917236,47.56000137,127.6100006,117.7099991,50.31000137,87.80000305,113.75,37.85400009,59.32550049
4/8/2020,102.1500015,1.070000052,36.58933258,15.35999966,0.852500021,3.299999952,5.699999809,3.839999914,13.22000027,371.1199951,66.56402588,48.79000092,126.0400009,123,57.04000092,87.80999756,117.8099976,41.45100021,60.51399994
4/9/2020,102.1380005,1.029999971,38.20000076,15.27000046,0.972500026,2.599999905,5.579999924,3.75999999,13.60999966,370.7200012,65.56663513,48.38000107,131.8600006,125.4199982,59.20999908,92.44999695,124.5100021,41.77399826,60.57249832
4/13/2020,108.4434967,1.00999999,43.39666748,15.46000004,1.184999943,2.079999924,5.269999981,3.859999895,13.53999996,396.7200012,67.28715515,50.93999863,129.8300018,122.0899963,59.41999817,96.55999756,135.9199982,44.74499893,60.87799835
4/14/2020,114.1660004,1.00999999,47.32600021,19.03000069,1.487499952,2.180000067,5.369999886,4,13.77999973,413.5499878,70.80298615,54.93000031,135.9299927,126.5,62.40999985,106.5299988,141.8899994,49.60599899,63.46149826
4/15/2020,115.3840027,1.129999995,48.65533447,19.97999954,1.317499995,2.410000086,4.440000057,3.700000048,13.57999992,426.75,70.0275116,54.99000168,138.7799988,122.5999985,61.38000107,113,151.5599976,49.71699905,63.12350082
4/16/2020,120.4095001,1.169999957,49.68066788,18.29999924,1.257500052,2.440000057,5.239999771,4.010000229,13.02000046,439.1700134,73.48350525,56.95000076,139.4900055,124.1299973,57.31999969,128,150.2599945,52.64300156,63.17350006
